Name,Hook Type,Instagram URL,Random Hook Generator Number,Schedule Date,Used??
I always had the biggest dream of (insert dream).,STORYTELLING INSPO HOOK,https://www.instagram.com/kelseypoulter/reel/DHoe6OgRf6-/,104,,No
Let’s start by mixing (insert noun) and (insert noun) and I am going to give it a good shake. What happens?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DBU47L9SRQ4/,312,,No
Believe it or not this (insert noun) was not (insert verb) with a (insert noun).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/C2SNZy0gL-x/,898,,No
Things I wish I knew before my (insert noun) that took me from this to this.,AUTHORITY INSPO HOOK,https://www.instagram.com/p/DGsXCTeS69Z/,570,,No
X days/months/years ago my (insert person) told me (insert statement),STORYTELLING INSPO HOOK,https://www.instagram.com/p/C84meBcM9NB/,318,,No
My friends and I turned this (insert adjective) (insert noun) into this (insert adjective) (insert noun) in just (insert time).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DG8YeQTs9XW/,624,,No
If you want to (insert # of dream result) per week this is how you are going to do it.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DBumWY_tbj-/,827,,No
"Nearly # years/months ago today I packed my bags and left for (insert location), thinking I would only be gone for (insert time).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEadcffulgR/,798,,No
I paid (insert $) to build this (insert noun) from scratch).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFqGUjORxG4/,340,,No
(insert $) home (insert bad result) in just # time/months.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGKGa06O7a_/,364,,No
(insert question) I hate this question.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIwy5TCT0SN/,552,,No
Here are # (insert noun) as a (insert title) I would never own.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGOAQp_xX5D/,458,,No
Starting a (insert business) at (insert age).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEBDyQLTOyO/,180,,No
"He/she always (insert action), and he/she does (insert action).",COMPARISON INSPO HOOK,https://www.instagram.com/reel/C9FQ-W1OJtc/,203,,No
If you take (insert noun) it will (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIMBlJ4MgHH/,319,,No
I am (insert age) having an identity crisis.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDJM-ivP9-v/,962,,No
"If your in a (insert dream result) journey, this is exactly what you need to do to (insert dream goal) in # simple steps.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFGXCydPPOM/,237,,No
If your (insert verb) (insert noun) and then (insert noun) and then (insert noun) that is literally the worst thing you could be doing.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DCCjwkbC7Oi/,185,,No
If you're new to this channel let me catch you up.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFsxrUWI7EY/,804,,No
Give me 60 seconds to show you how to (insert action) for the first time after (insert life event).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DC8EmdBPqWT/,221,,No
That is crazy.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEluu94R-dc/,886,,No
Day 1 of starting over my whole entire life.,DAY IN THE LIFE INSPO HOOK,https://www.instagram.com/reel/DEc3jW6p1Ws/,446,,No
This is (insert metric) the exact same amount of (insert noun) you build everyday. If you (insert action) hard (insert #) times per week.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DCXFyoBobxU/,311,,No
"I avoid all toxic (insert noun), here is how to clean up your (insert noun).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C-AvGm9M0UA/,876,,No
This is probably the scariest thing I have ever done,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DAYtnokvm-J/,75,,No
Here are some (insert action) you can do without (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DB-HjvtP1A9/,359,,No
I did everything right.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DDohj4MI-7U/,738,,No
I have (insert noun) commercial (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DH6Nb_7JpIT/,235,,No
When is it time to do (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDrwl5ix3a0/,459,,No
# years as a (insert occupation) you guys still don’t believe me when I say these things.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DIAPFYlsfuX/,714,,No
I can’t (insert verb) (insert noun) anymore.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DIyeda6xw9w/,652,,No
This is what (insert thing) looks like when you’re (insert action). And this is what they look like when you’re not (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C4tAzeYL8yA/,880,,No
This is the program/steps I would follow if I was trying to (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DB4om1CIUoZ/,703,,No
"(insert quote) the first time I heard this I was (insert action), and my (insert person) just dropped that line out of nowhere.",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DDAcNRXy2KD/,986,,No
"You are not (insert bad label), you are not (insert bad label), you just can't (insert adjective) .",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DBWFRQqO3Nt/,23,,No
Remember that time you were (insert adjective) so you (insert action) but the moment (insert person) (insert verb) you (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DImOQx6TGCo/,417,"February 14, 2026",Yes
"For this (insert noun), you could have all of (insert noun).",COMPARISON INSPO HOOK,https://www.instagram.com/alexgamblecoach/reel/C3r2FM5vhAH/,915,,No
Here is a tier list of the best (insert noun) sources based off of how good they are for you (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DCuVL0VPLjU/,665,,No
I bought this (insert noun) for (insert $). And today my (insert person) and I will find out if it (insert result).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGgxdZ4SRgm/,953,,No
"Let me show yall how to make (insert $) per day, but installing a simple (insert noun).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCZnnxFx-IX/,916,,No
I have a very long list of (insert noun) that I (insert action) that I gate keep from other people. But today I feel like giving back so I am going to tell you.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DCpBTqzpGdp/,611,,No
This is kind of gross but I had to share.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DG1lPtBS_Lh/,952,,No
There is one thing above all that sets the top (insert title) apart from the rest.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGESNTBT_3p/,274,,No
"Here are # of (insert noun) from across the world, let’s break them down to their core components.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DG39EdnJxuK/,350,,No
"This is a (insert noun) from (insert restaurant/store/place) for (insert metric), and this is the same (insert noun) from (insert restaurant/store/place) for (insert metric).",COMPARISON INSPO HOOK,https://www.instagram.com/p/DDP3euvJPC4/,881,,No
Let’s get this brand new (insert noun) (insert action) so we can put it to good use.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DH3cSc0Rs3X/,134,,No
"This is (insert noun) before you (insert action), this is (insert noun) after you (insert action).",COMPARISON INSPO HOOK,https://www.instagram.com/p/DDfEcIyTncw/,841,,No
While my kids were taking a nap I went to (insert action) when I realized (insert realization).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DE3A6-up1Nd/,309,,No
I (insert action) to every (insert person) in the world. Here is how many people responded.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DCC-6Y7CZVm/,59,,No
"Mom/Dad of # of kids, here is how I treat being a mom/dad as a job.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/Cx568_TA6DP/,487,,No
You want you (insert noun) to look like these? So did this guy.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DIJkuM_OW8I/,628,,No
Here's how to develop a (insert skill) so strong that you physically can't stop (doing skill).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C-CPzwMReyb/,165,,No
"Don’t make the mistake of (insert action), (insert action), (insert action).",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DIFEWODyeM0/,686,,No
"Okay real talk, I wasn't always this (insert adjective).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIgzMCWuK1l/,842,,No
"X days/weeks/months/years into my (insert action), my worst nightmare became my reality.",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DETO9Z0u5cN/,89,,No
The (insert noun) of a (insert noun) will tell you a lot about the (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGT9NI2pbX5/,611,,No
"If you have a (insert dream result) keep scrolling. Today we are going to talk about a (insert routine, method strategy) to (insert dream result)",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDmm7ygxvVp/,903,,No
"Did you know you can start your own (insert business ) from home without (insert pain point), (insert pain point), and (insert pain point).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGv9SwVysky/,298,,No
This guy has made (insert $) profit in one day using the technique he is about to use.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFgTirDB5xe/,387,,No
I am (insert age) and I have an identity crisis.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DBtZYwby3Nx/,990,,No
I am only (insert metric) but I have became one of the best (insert title) in the world.,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/DGd3qJxS7el/,379,,No
This is a great trick.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DJC1PslvU1Z/,692,,No
I can confidently say the only reason I can (insert verb) (insert metric) is simply because of the way I choose to (insert verb).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C_rB-Ntuhe8/,463,,No
"It’s (insert noun) season, so let’s make a (insert noun) for your (insert person).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DISbkqXJ5SD/,860,,No
For this (insert item) you could have all of these (insert item).,COMPARISON INSPO HOOK,https://www.instagram.com/reel/C27sCLIxGIu/,960,,No
I just made over # of (insert noun) in under (insert time) and I will show you how I did it.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFhLiCCRCxz/,560,,No
I am on a journey to find the best (insert noun) for (insert person) and today we (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DF0gUSRPywO/,865,,No
My (insert person) and I tried a whole (insert time frame) without (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DBwOrvcoKvI/,640,,No
Here is how I lost a (insert time frame) of my life.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DAQog1uPOrX/,559,,No
If you have (insert symptom) you probably have (insert condition).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C8ht9iwpUk6/,235,,No
I am in a (insert noun) and these # habits dramatically transformed my (insert noun).,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/C79a1LjPGYa/,241,,No
The (insert thing) you have now in you (insert age group) is so (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DBhHzSeJ_L6/,371,,No
Is it possible to (insert action) successful (insert noun) for (insert noun) in just 1 hour?,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C9ARkyWMR8C/,568,,No
My (insert person) wanted a (insert noun) for (insert event) so I said thanks for the suggestion but that’s not my vibe and made them (insert noun) instead.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DCmRfypJw93/,647,,No
About a (insert time) ago I got in trouble for having too many (insert nouns).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DB9kycqyic8/,456,,No
I started my (insert business) when I was (insert age) with (insert $),STORYTELLING INSPO HOOK,https://www.instagram.com/p/C9GHw6MO48j/,817,,No
"We spent $ of (insert noun) for our family of #, and this will last us (insert time frame).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGPAOVtgP2p/,912,,No
This is the story of how I managed to do (insert achievement),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCg1__Wsy7F/,258,,No
Today we are going to play did you know (insert noun) edition.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDsm8Cny941/,813,,No
If you do this you’ll (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEP_swuolhm/,740,,No
"What’s hommies, I am going to give you a cash course of what (insert noun) to ask for, based on what you want that (insert noun) to do for you.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFD3FqAvSh9/,278,,No
Over the past # days I (insert action) on # of (insert nouns). In doing that I have gained over (insert #) of followers. So here's the thing.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DH64QI0uzgl/,100,,No
"(insert name), how do you (insert result)?",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DIZzqD9u-cJ/,898,,No
Want to be the first (insert dream result) in your family?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEVCeefOF08/,748,,No
Normally I would never say this but please stop (insert action) until you're ready to (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFVrVTFx1Cu/,952,,No
Show me the method of the best way to (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHxc_kEuDBo/,154,,No
After many years of total neglect my basement is finally getting much needed TLC.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFTWF7opT4B/,536,,No
If your (insert noun) goes (insert result) when you (insert verb) while (insert noun) and (insert adjective) really (insert result) by now you know you have (insert noun) so why aren't you doing a (insert noun) routine.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHGaZL2uwW0/,785,,No
"In (insert time frame), I went from (insert before) to (insert dream result)",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFfnKFWusVf/,331,,No
Okay bish you don't need to (insert action) to (insert dream result) coming from someone who (insert dream result).,AUTHORITY INSPO HOOK,https://www.instagram.com/p/C6uiWv3p4FC/,820,,No
Best ways to save money while (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DCkE_cUo3mq/,25,,No
Every time you (insert action) your passing you (insert adjective) (insert noun) just because you don’t know what they are.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEiHlooJM-L/,64,,No
Today I am eating like (insert person) for the full day and I am going to see how much weight I gain by the end of the day.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DIohXabuCQd/,233,,No
I woke up this morning thinking about (insert thought),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEtoEgJSVhy/,360,,No
"So apparently your frontal lobe does not develop fully until your age 25, so here are some things I have realized since it came in.",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGllUMjIMY3/,207,,No
"This video got # of views, with a lot of (insert adjective) feedback. Let's try it out and see if it makes a difference to my (insert noun).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFDQ99NuwNF/,500,,No
(insert noun) how to (insert action) and still (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIwSdSiIr2d/,441,,No
Never (insert action) first and then (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DF58v36zILq/,366,,No
"My (insert noun) made me (insert $) last month, and what's crazy about this is I used no money to start this business.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DIotrpKRU6x/,904,,No
This is how much (insert adjective) (insert noun) cost me in (insert location) and a (insert age) (insert occupation).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHYDpXxzF1U/,134,,No
"If you’re afraid to (insert action), then (insert action).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DHEL0_cRwNA/,403,,No
If you just turned (insert age) and you don’t want to (insert pain point) then you should do the following # things immediately.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/share/BAKR4pqxlZ,601,,No
"I can't stand this (insert noun), let's transform it.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEDx84Zy4Fi/,715,,No
"Ranking all the most popular (insert noun), so I can rank them from worst to best.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIPGBRQR0Sb/,115,,No
"If your (insert noun) is (insert adjective) like this, you are likely (insert diagnosis).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DAbxF7ZSHq0/,758,,No
Does this stuff actually work?,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHrP6IqyOPT/,278,,No
Let’s try to unclog a (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGUOKrcRFKT/,434,,No
Yesterday I was at (insert location) when I noticed something (insert adjective).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFLw3SmSNti/,746,,No
Is it possible to go from (insert before state) to (insert after state) just by (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DIoMIenNube/,960,,No
Here is a complete cost breakdown to build my (insert sqft) home.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFBxNBuuKZw/,228,,No
If you've ever come across one of my reels and thought (insert adjective) that woman/man has (insert adjective) (insert noun). But here's a little secret: my (insert noun) was not always like this.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFYqX_gz5iD/,750,,No
Throw out you (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DCVGFh9yqMK/,347,,No
I am a # generation (insert title) and I hope this shows you why you should (insert action) when (insert task).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFOOvvaxdnT/,629,,No
You would need to (insert verb) (insert number) (insert noun) today to get the same (insert result) you grandparents obtained from just (insert verb) (insert number).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DC4dQVdPuUS/,324,,No
Have you ever seen (insert #) (insert noun) in one place?,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DH2RXm7RTGT/,158,,No
I got (insert dream result) without (pain point/points) here’s how,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C6G56RQrf9N/,67,,No
(insert dream outcome) that don't taste/look like pure bootyhole.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DG8lDUFoouT/,651,,No
"If you want to do this, first do this.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C5AmorRpUqF/,760,,No
Those little (insert nouns) are called (insert name) I am a (insert title) and I am going to show you how (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGrS_7YRUo7/,532,,No
If you’re serious about getting (insert result) then this is the only video you will ever need so save it for later and watch till the end.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/CsVU4YTuQlg/,166,,No
"One day you're gonna get dumped. Not by your girlfriend, not by your boyfriend, not by your fiance, not by your spouse. But by your (insert noun).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DD3BkA3vaI9/,87,,No
This (insert noun) and this (insert noun) have the same amount of (insert noun).,COMPARISON INSPO HOOK,https://www.instagram.com/fitfoodieliving/reel/DBHpSdgRdvh/,54,,No
If you’re wondering why when you (insert action) and don’t (insert result). Then proceed to (insert action) and (insert result). It’s because you are not doing this.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEbPfOAs0Jj/,474,,No
Is it possible to stop (insert pain point) and (insert dream result) in (insert time frame) even if you’re in (insert noun) and all of your (insert person) think getting (insert verb) is (insert trait).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIH7JjItEK0/,672,,No
X days/months/years ago my (insert label) (insert name) and I (insert action) to (insert result).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DBkmeBPvd7b/,676,,No
I found out why (insert noun) wasn’t (insert result). So I am going to tell you what you’re doing wrong.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DH_Y1jnsjde/,756,,No
# things you should never put in your (insert noun).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DDxoAs_TciE/,642,,No
(insert dream result) and (insert dream result) with these # of tips. For reference I have (insert personal result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DA35oVOpAAe/,183,,No
The worst (insert noun) that you will regret buying for your (insert noun) is right here.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGPLBgRtX_g/,512,,No
If your a (insert target audience) who (insert pain point) and you want to (insert dream result) let's go over a very simple # step plan you can follow to quickly (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/Cpf3cfujvTd/,532,,No
Most people can only do (insert action) when trying to (insert action) but as an (insert title) you should be able to (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C_3kQAkIuKn/,280,,No
I see so many people using their (insert noun) just like this or maybe like this even when you (insert action). So let me show you the trick to perfectly (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DETUL1KR3U_/,698,,No
"If I had to start over and (insert verb) my (insert noun) from scratch, these are the only (insert noun) I would do for someone that is new to (insert noun).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGR8OoSsssd/,653,,No
My entire life I grew up (insert adjective) and (insert adjective) it was just my (insert person) raising the # of us.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DI68Z2axGjl/,749,,No
3 Youtube channels that will teach you more than any (insert industry/niche) degree.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DBfqo-0zxTb/,586,,No
All you need is a (insert amount) of (insert noun) and you can turn (insert amount) of (insert noun) into (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DH3Kn86stmI/,453,,No
If you feel like your never (insert point) here is everything you need for a (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DCkDGtppM_u/,305,,No
"Oh look I found (insert $), that means I am going to (insert verb) I only need this.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDD1Dk7OjTQ/,611,,No
"(insert item) (insert fact), (insert item) (insert similar fact), (insert complete opposite item) (insert similar fact).",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DDmz346s6x2/,932,,No
"I have (inset amount of thing), (insert amount of time), and a pipe dream to get ready for (insert event).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGLxdjvR3Se/,824,,No
"If you want to do this, first do this.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C5nXYgsy6RR/,240,,No
The worst part about being a (insert title) is I literally do not...,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DDV2GYxpnmu/,709,,No
"We’re going to see if it’s true, that (insert noun) are so filled with toxins that they don’t burn when you hit them with a blow torch.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEn8q3Av5Qw/,233,,No
Top # deadliest (insert noun) that can kill (insert living thing) in one (insert verb).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/CyB9bKLOoyp/,689,,No
Want a (insert noun) that (insert dream result) even when you (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGMiUGoPLmU/,376,,No
Here are some space saving (insert noun) hacks that saved our small space.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DHWAfqwv5Xf/,710,,No
This might be the ultimate (insert person) hack.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGYjc0dxhU-/,929,,No
For our entire # year relationship my (insert person) has been hiding something pretty important from me.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHsfGj6TGeA/,823,,No
# months/years ago my friends and I started a (insert business). And it turned out to be the biggest (insert result).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHHB_GOy09_/,472,,No
Here's exactly how much (insert noun) you can make with under (insert dollar amount).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DG8MN0rAwpR/,941,,No
If I have to learn (insert noun) again here’s 5 tips of everything I would do in # seconds.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEGMBBOo_XH/,339,,No
(insert year) (insert occurrence).,STORYTELLING INSPO HOOK,https://www.instagram.com/ultimateivyleagueguide/reel/DBv1NuKOF7u/,143,,No
Would you rather watch your (insert person/persons) (insert pain point) or join them in their (insert niche) journey to save their lives?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGDkKWdPN7W/,475,,No
Something I never thought I would have on my bingo card as a (insert title) was...,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIaBg2ySrJP/,340,,No
In # days I am selling my (insert noun) and moving out of the country.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCimp5XxA7o/,103,,No
"Did you know that if you wake up at (insert time), and (insert action)...",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHCAe7lTiGn/,828,,No
Are you still (insert verb) (insert noun) like this? While I worked at (insert noun) and let me show you how to do it like a pro.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DGdz4nPSXvz/,40,,No
I hate to say this but my wake up call wasn't as (insert scenario) no my first wake up call was (insert scenario).,STORYTELLING INSPO HOOK,https://www.instagram.com/share/BAJjwss1-k,17,,No
What if I told you that (insert dream result) without (insert pain point),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDpTqOovShl/,888,,No
"So I recently started feeling ""the pressure"" everyone talks about.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C9KNzOkIk6m/,655,,No
When making (insert noun) the (insert noun) is just as important as the (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDz9y_yyCkz/,419,,No
X days/months/years ago (insert people) (insert action),STORYTELLING INSPO HOOK,https://www.instagram.com/p/C_50kObxUwc/,112,,No
"Not to flex, but I'm prett f*cking good at (insert skill/niche).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C-SR22KOEDY/,355,,No
"If you can’t (insert skill), then follow this one minute routine/progressional/tutorial and you will have (insert skill) by the end of this video.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEd6_6yJOi3/,864,,No
It was until I build # of (insert noun) and completed over # of (insert noun) that I realized (insert action) is not really that complicated.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DEd-dLWvcem/,151,,No
These are # of (insert noun) I would not own as a (insert title).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFF6w_INWWc/,313,,No
In 60 seconds i’m going to teach you more about (insert thing) than you have ever learned in your entire life.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEqFNhryVXt/,347,,No
You think you're a (insert label)? Well let me introduce you to my life.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHoAC5HtwCn/,574,,No
If you have a (insert noun) you have probably experienced this.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIpVvJUSKam/,348,,No
This is what an average day of a (insert title) looks like a week out from (insert event).,DAY IN THE LIFE INSPO HOOK,https://www.instagram.com/reel/DFdienFJMGK/,861,,No
"I don’t usually cry, but yesterday I did. And it wasn’t because of (insert reason).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DBWgXXAvUh3/,346,,No
(insert trend) is the most disgusting trend on social media.,RANDOM INSPO HOOK,https://www.instagram.com/p/DAdgNiLSGrC/,151,,No
If you want to do this in (insert year). If you want (insert dream result) you have 3 main options to make it happen. I am going to go over them right now.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEX6xCiPIqQ/,561,,No
"If your (insert noun) look like this, and this pay attention.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIaTxoIJvRL/,632,,No
"Day # trying to make (insert $) by the end of the year, by (insert method).",DAY IN THE LIFE INSPO HOOK,https://www.instagram.com/reel/DHSNzUypHDa/,48,,No
"Did you know that if you... (Insert action), (insert action), (insert action), etc",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIGJHsKPfj2/,727,,No
My customer/client got (insert dream result) with out (insert pain point) and here's how.,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/C4VceenL2Wq/,418,,No
"If you have a (insert person) at home, then (insert action) will dramatically change their (insert noun).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGqD6D4hoJq/,261,,No
(insert noun) can make you go bald!,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFnnhxyvDzC/,817,,No
What happens when you go X hours/days/weeks/years without (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHQcFEpuMHI/,115,,No
